frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
516,186.0439,186.0377,129.9810,129.4997,184.2234,131.5586,183.5077,127.8243,132.7244,180.5422,180.2445,129.9241
517,187.3032,186.6334,129.8797,128.1111,184.4997,131.2979,183.5118,128.5293,132.5868,181.0328,180.3745,130.0193
518,187.2146,185.9296,129.2454,129.2095,184.1085,132.0729,184.2464,128.6631,133.2551,180.4555,181.2891,130.2883
519,186.8458,186.0688,129.9224,128.8021,184.2543,131.9502,183.7615,128.3001,133.4050,180.8452,181.3959,130.7718
520,187.4470,185.7640,129.5119,128.8487,183.7716,132.1778,183.9908,128.4469,132.8500,180.9013,181.0005,130.2097
521,185.8835,186.0692,129.3166,127.8625,183.3854,132.2155,184.4872,128.9591,132.2888,180.8130,180.9988,130.5063
522,186.8952,186.7220,128.9920,127.4232,183.5532,131.4704,184.4011,129.3604,131.5935,181.0430,180.9964,130.0866
523,187.2886,186.2524,129.8859,128.3605,185.0542,131.2561,184.8850,128.9583,131.4851,181.2593,180.8584,130.3380
524,187.0123,185.2057,129.8812,128.3893,184.5455,131.9677,184.1138,129.1835,131.0863,179.9327,180.6231,130.3746
525,186.2949,184.6323,129.9655,128.5056,184.1772,130.7247,184.4692,129.8695,131.6310,181.2076,181.0016,130.5175
526,184.9802,184.6343,129.7688,128.0398,184.1397,131.1603,184.7908,128.7373,131.3766,180.8689,180.8406,130.3513
527,185.6056,184.8471,129.6263,127.8247,183.9247,130.9566,184.4374,128.1558,131.3931,181.2954,180.7617,130.7119
528,185.2744,185.0381,129.3635,127.5475,183.1353,131.1647,185.0716,127.5223,130.5035,181.5571,180.1168,130.2493
529,184.2399,184.7957,129.3057,127.0857,183.5038,130.6260,185.1775,127.8122,130.7378,181.6083,179.7961,130.2092
530,184.2352,185.2554,128.5330,127.1505,183.3942,130.5305,184.5909,128.1251,131.3241,181.9800,180.7336,130.3232
531,185.5563,185.2563,128.8072,127.6213,183.0209,130.5731,184.5469,128.5056,130.9557,181.9274,181.3041,130.3138
532,185.6681,184.2706,128.6513,127.7333,183.1154,130.3319,184.1446,128.8134,130.2310,181.3226,181.3883,130.6355
533,186.6380,185.0916,128.3158,128.3811,183.3831,130.4296,183.4555,128.5362,130.9283,181.1879,181.4398,130.9848
534,186.1730,185.2678,128.5966,128.9312,183.7047,129.6556,183.6381,128.2495,131.1339,181.2654,180.8480,130.7535
535,185.9041,185.1647,128.7960,128.3295,183.1267,129.5119,183.3541,128.6952,130.9816,180.3290,180.8627,130.4661
536,185.7767,185.4351,128.5785,128.1561,182.9074,130.2819,183.5633,128.1117,131.0938,180.1339,181.3311,130.8498
537,185.9581,184.9669,128.6490,128.7912,182.8457,130.2786,182.9819,128.2419,130.3811,180.6477,181.2812,130.6772
538,185.4590,185.8850,128.6326,128.9556,182.5953,130.5124,182.9623,128.2523,130.8160,180.7438,181.7634,130.8104
539,184.8921,186.2565,128.9091,129.0952,182.3806,130.9402,183.5783,128.6752,130.5734,180.9517,181.0477,130.6263
540,184.8903,184.9716,128.8032,129.2266,182.3094,130.5991,184.2006,128.7211,130.3845,180.5779,181.5146,130.6025
541,184.7754,185.3731,129.4899,129.0348,182.7575,130.7592,183.9121,128.9649,130.4199,180.0295,182.0955,130.8000
542,185.3911,185.5840,129.8040,129.1263,182.0323,130.3600,184.4743,128.0294,130.3472,180.0723,181.4938,130.4373
543,185.1719,185.3898,130.0636,128.9912,182.2755,130.8257,183.6543,127.8513,129.7117,180.0313,181.5275,130.8632
544,185.1614,184.8120,129.4641,129.3074,181.8081,130.8209,183.7594,127.3870,130.0471,179.7063,181.5547,129.9127
545,185.5000,185.2783,129.7784,129.2247,182.8244,130.9677,183.2341,127.9713,130.4079,180.8066,181.4728,130.5578
546,184.0470,185.4492,129.8642,128.4440,181.8981,130.4531,183.3153,127.7825,130.4577,180.0297,181.4881,130.7002
547,184.5851,185.9771,129.5351,129.2771,181.9935,130.2675,183.1589,127.4927,130.4800,180.2932,182.3063,130.6319
548,185.2974,185.4560,129.4483,129.9531,182.4500,130.4843,184.6458,127.7812,130.4122,180.3751,181.6066,131.2868
549,185.4229,185.4497,129.6997,130.4056,182.6799,130.8000,184.5075,128.1057,130.6825,181.0002,182.2426,131.0132
550,185.1785,185.3750,129.9837,129.5455,183.5337,130.7020,185.2575,128.1792,186.0455,180.4265,181.6433,130.5076
551,184.4689,184.5294,130.7162,130.3995,183.5076,130.9279,184.8958,127.6584,186.2466,180.4213,181.7044,131.0396
552,184.8903,185.5607,130.2540,129.4989,183.6224,130.3273,184.4139,127.9310,185.9823,180.2714,180.6788,130.9261
553,184.7054,185.6483,130.5747,130.0465,182.4327,130.0901,183.8712,128.1959,186.4766,180.7267,180.8644,130.9516
554,184.7131,186.0236,130.4007,130.0608,182.9693,130.2536,183.7511,127.9545,186.1691,181.2458,180.3991,130.3811
555,183.8334,185.6721,130.5139,130.4057,183.0481,129.9791,184.5872,128.6677,187.4370,181.7420,180.3558,131.0235
556,184.8634,185.8183,130.1927,130.1380,182.2280,130.6896,183.8782,128.7340,187.6334,180.8954,181.0230,130.8957
557,185.5883,185.7896,129.5080,130.4539,182.6724,130.6922,184.5501,127.4277,187.4537,181.6421,180.7437,130.6938
558,184.6623,186.0453,129.5507,129.5693,182.6784,130.7980,184.9112,126.9489,187.3189,181.6473,181.6454,130.8607
559,184.9100,184.7007,129.2959,129.1320,182.7576,130.5075,184.7904,127.5372,186.2216,181.8886,181.0517,130.7224
560,184.1976,185.2344,129.4108,129.1066,182.8674,131.1470,184.9702,128.2945,187.1686,182.0827,181.0097,130.6241
561,184.4369,185.7117,129.0351,129.1011,182.9113,130.4672,184.7488,128.9945,186.8740,181.2900,181.9230,130.1737
562,184.5405,185.4206,129.9230,129.2902,182.6465,131.1123,185.2894,129.8010,186.7995,181.5858,181.2718,130.1525
563,185.0274,184.7636,129.9195,129.6072,182.3760,130.5148,185.5379,129.1385,186.0305,181.2897,180.7369,130.6271
564,185.1816,185.0264,129.8686,128.4400,181.4062,131.4955,184.7779,129.7701,186.4900,182.1437,181.6261,130.5672
565,184.7621,185.3348,130.0968,127.0711,181.7774,131.0274,185.3655,129.5701,186.3715,182.1766,181.4024,130.1661
566,185.1251,184.8712,129.9768,128.3691,181.2490,130.8616,185.5725,130.0050,185.8333,182.2571,182.1108,130.0468
567,185.4947,184.5915,130.0419,127.8103,181.4347,130.8619,185.3057,129.6830,186.0863,181.7578,182.5159,130.1270
568,185.5422,184.7055,129.7391,128.1732,181.8899,131.5134,185.8375,129.5144,186.7746,181.9770,181.9377,130.3195
569,185.3369,185.5238,129.5597,127.9588,181.9986,130.2580,186.5829,129.7974,186.8875,181.5021,182.7410,129.6598
570,184.8378,184.8556,129.5318,128.3589,182.3183,130.3709,186.4034,129.5151,187.0547,181.2165,181.6850,129.9215
571,184.8277,184.8855,129.4800,127.8418,182.8075,130.9280,185.9392,130.3657,186.0800,181.5891,181.1992,129.9725
572,185.8889,185.1342,129.5683,128.1263,182.4247,130.3437,185.7232,129.0375,186.9481,181.7477,181.0601,130.1933
573,186.4800,185.8709,129.7604,128.4302,181.9510,130.5485,185.9002,129.3381,186.2425,181.8156,181.2312,129.9589
574,185.8235,186.2278,130.0738,127.6040,181.7286,130.5163,131.3262,129.3573,186.0460,182.2629,180.5810,129.4107
575,185.7379,185.5408,129.9569,127.7913,182.3177,130.7800,185.9422,129.2965,185.9154,182.6750,181.5004,129.8419
576,186.3437,185.4738,129.1251,127.3816,182.1647,130.7944,130.8452,129.4267,185.7629,181.9354,181.4148,129.6073
577,186.1023,184.6254,129.4296,127.4623,182.4224,130.8218,130.6593,129.1816,186.5620,181.1614,180.8510,129.7399
578,186.2037,185.0524,128.4513,127.7286,182.9494,130.5128,130.8959,129.4841,186.9678,181.5821,180.7042,130.1014
579,186.4781,185.0827,128.9404,127.1966,182.6908,131.0500,130.6028,129.6106,187.4954,181.3018,180.5019,129.4776
580,186.6796,185.9243,129.1063,185.2247,183.1594,130.6276,130.8680,129.3626,186.1790,180.8474,179.9813,129.3157
581,187.7330,185.7563,129.1065,128.2958,183.2849,131.1388,131.0728,129.8611,187.2005,181.3603,180.4155,130.2512
582,187.4473,185.6409,128.7522,129.1699,182.9293,130.9717,130.6568,129.9548,186.2527,180.9424,181.4792,130.1491
583,186.4940,185.1181,128.9732,186.4372,182.7653,129.9909,130.4589,129.7008,186.9678,181.2914,181.5292,129.8661
584,186.4789,185.1606,128.8675,185.9689,182.4194,130.7117,130.5553,129.6524,187.3152,181.0813,181.4413,130.2023
585,186.6260,184.8282,129.1694,128.6724,183.6504,131.4979,131.3156,129.4074,188.1357,181.6477,181.6963,130.5960
586,186.9610,185.0103,129.0672,129.5520,182.9514,131.4819,130.4353,128.8722,187.6773,180.8539,181.4472,131.2910
587,187.0048,184.5238,129.0499,129.2661,182.8044,131.1835,130.8602,129.0794,186.9620,181.6497,180.7653,130.5897
588,187.4551,184.6554,129.1738,128.7487,183.1493,131.4557,130.2968,129.1745,186.5593,181.0913,181.4916,130.8401
589,187.2797,184.7829,128.8955,187.2523,183.1071,131.6061,130.2927,128.3581,185.8018,181.1687,181.8146,130.6534
590,186.7767,184.3575,128.8182,185.6673,183.2453,131.0154,129.6634,129.1952,185.9988,181.6572,181.5424,131.0358
591,186.6368,184.9855,129.2755,186.1911,183.3870,131.6364,130.1601,129.5467,185.7249,180.4130,181.5076,130.1523
592,186.1828,184.9294,129.8201,186.4848,184.0304,131.4802,129.8534,128.9396,186.2114,181.0278,181.4822,130.5090
593,185.7800,184.9128,129.9395,186.5090,183.0357,131.2902,130.4871,128.8666,185.4283,181.2925,181.3093,130.7188
594,186.1981,186.4358,130.0376,187.1398,183.7376,130.5391,130.4177,128.9570,186.5285,181.5470,180.7480,130.8903
595,186.0884,185.7622,129.8719,187.9005,183.7094,130.9724,129.9115,129.1103,186.1259,180.4392,180.5380,130.8803
596,186.5275,184.7834,129.8164,187.3300,183.8478,131.1095,130.0485,129.1484,186.0439,180.7530,180.9414,130.7296
597,187.4433,185.7661,130.8350,186.8517,183.9357,131.3501,129.9329,128.9482,185.8044,180.4413,180.5951,131.1700
598,186.9820,185.7049,130.9020,186.8805,183.0942,131.5036,129.6971,129.5518,185.4780,181.6068,180.8578,131.2099
599,185.8501,186.0077,130.3467,186.6086,182.7527,131.6949,129.9630,129.2003,185.5798,181.3981,181.5131,131.1819
600,186.2467,186.2768,130.8030,186.9939,182.9011,131.6587,129.9671,128.8251,185.6904,181.1216,181.1948,130.2327
601,185.9286,186.3320,131.3222,186.2292,183.5961,131.6505,130.2618,128.5279,186.5595,181.0440,181.4943,130.8626
602,185.7317,186.9118,130.8541,187.1250,183.3143,131.7358,130.0586,129.0413,187.2431,180.6197,181.5761,131.4656
603,185.4347,186.2823,130.5964,186.6303,183.1573,131.7851,130.0813,129.3692,186.8400,179.9297,181.3670,131.3939
604,186.3460,186.4134,130.6900,186.0270,183.4777,131.6791,130.0190,129.3065,186.7203,180.4350,181.4323,131.4619
605,186.5473,186.9315,130.9992,186.3940,183.0465,130.9846,129.8605,129.4864,186.4543,181.3952,181.9534,131.7705
606,187.0300,186.1008,130.7391,186.6253,182.3951,131.1212,130.1589,130.0663,187.1012,180.8203,182.1180,131.7565
607,186.6888,186.6056,129.4742,186.5702,182.6353,131.6384,129.9135,129.5188,186.6622,180.2556,181.8747,131.7346
608,186.7400,186.9174,130.2210,187.9456,181.8174,131.5730,130.7871,128.9790,187.2816,180.9571,182.3286,132.1645
609,186.9693,186.6977,129.6197,187.4948,183.3830,131.4231,130.0847,129.1627,187.2884,181.5209,182.3271,131.8022
610,186.5075,186.6660,130.0625,188.8265,183.3019,131.9015,130.1663,128.9414,187.2768,181.2215,182.6157,131.7352
611,185.9136,186.3458,129.7823,188.4860,182.9050,131.6221,129.9660,129.1415,186.3314,180.8491,182.6080,131.4272
612,186.2758,187.5090,130.3166,187.5497,183.2164,131.9289,129.5125,129.1258,185.8484,181.3568,183.0749,130.9059
613,186.8247,186.6020,130.2592,128.7009,182.8649,132.0542,129.4164,129.2438,187.2640,181.3035,183.3775,130.3148
614,186.3040,186.5915,129.7262,129.0175,183.0257,131.7379,130.0529,128.3630,188.0650,181.3347,182.6331,131.1645
615,186.7841,186.5373,129.4223,129.2379,183.0253,131.4801,131.0128,128.3499,188.9720,180.6316,182.1476,131.2564
616,186.6356,186.4515,129.9964,128.1882,183.3096,131.5302,130.3354,128.1944,187.9499,180.6516,182.6247,130.6355
617,186.7739,186.9216,128.7198,129.0431,182.0631,131.0893,130.5900,128.4543,186.9192,181.7392,181.8934,131.0850
618,185.1809,187.2115,129.2924,129.5375,182.4764,131.1065,130.5637,128.2583,186.6630,181.6439,181.4333,130.7460
619,186.8517,186.5260,129.7527,129.6056,182.7251,130.1655,130.9013,128.5119,186.7367,181.6447,182.2793,130.4624
620,186.3471,186.2756,129.5892,129.7549,182.4592,130.6750,130.3733,127.7952,186.8702,181.1858,182.4542,130.6356
621,187.1031,187.0053,129.3688,128.8639,182.8024,130.5535,130.3198,128.6029,187.4159,181.1936,182.9192,130.3937
622,187.4716,186.9351,129.5941,129.0367,182.4025,131.3265,130.6502,128.2209,187.0045,180.5041,183.2741,130.2909
623,187.7469,186.4617,129.6401,128.9520,182.6885,131.0723,130.4174,128.5771,187.9165,180.9910,182.8820,129.9228
624,187.8315,185.8314,129.7704,129.7319,182.3224,130.6419,130.7035,128.4479,187.3280,181.0017,183.2763,130.5843
625,187.5107,186.7643,129.0902,129.5082,181.5675,130.6614,129.4072,128.0920,188.0408,181.0481,183.3321,130.4863
626,186.7286,186.3209,129.3989,129.4804,181.6468,130.2793,129.5688,128.6138,187.5868,181.2553,182.7284,130.8214
627,186.3906,186.5120,128.1443,129.1823,181.2872,130.0594,130.3055,128.3472,186.7417,181.2241,182.8790,130.0578
628,186.0434,184.8848,128.6452,129.5961,181.9160,129.7183,129.8302,128.8325,188.1520,181.6728,183.3802,129.8062
629,185.5479,185.2386,128.4053,130.6245,182.3269,130.1940,129.9716,127.8947,186.9944,180.9966,182.7254,130.3037
630,185.6275,185.4725,128.3614,129.6701,181.7923,129.9114,129.3264,128.2794,187.1469,180.0245,183.4838,130.5950
631,184.9262,186.3575,129.1972,129.7138,182.3540,130.1045,129.3296,128.5908,186.7342,179.7065,182.7307,130.7689
632,185.9677,185.6264,128.7855,129.4938,182.1767,129.7702,129.4038,127.8390,186.8062,179.8323,183.3023,130.5974
633,185.3438,185.3834,129.1352,128.9713,181.8676,130.0876,129.0924,127.8874,186.6077,181.0843,182.4869,130.9877
634,186.0392,185.2096,128.7704,129.5083,182.6535,129.5643,129.5966,128.4610,186.8302,179.9230,182.6540,130.6584
635,185.3833,185.8639,128.8838,129.5649,182.6723,130.0263,129.3083,128.1666,186.1995,180.2341,182.4725,131.0727
636,186.6916,186.0761,128.4949,129.8864,182.8673,129.9516,129.2665,128.4078,187.2732,180.5909,182.4766,130.9858
637,186.7641,186.0709,128.9979,130.1539,183.0899,129.8964,129.1497,127.9486,185.8369,180.6082,181.9326,130.6574
638,186.0306,187.2095,128.4733,129.9916,182.6032,130.0915,128.9170,127.8250,185.7431,180.7356,182.2029,130.3140
639,185.7004,187.7827,129.2812,129.2791,182.4408,130.1634,129.1665,127.8105,185.9695,180.8470,181.8266,130.7845
640,186.1603,187.3435,128.9174,129.2734,183.0764,130.1527,128.8974,127.4800,187.3758,181.3868,182.6202,130.7934
641,186.0062,187.0663,128.0887,129.9673,183.0438,129.9580,129.3299,127.9900,187.3750,181.5732,181.7928,131.1657
642,186.4957,186.3153,128.8372,129.5908,182.9025,130.1001,128.8694,127.2913,187.5405,181.8033,181.6925,130.4611
643,186.3804,186.3499,129.0418,129.7338,181.9007,130.1162,129.0277,126.6276,186.6107,181.1006,181.5293,129.5629
644,186.1318,186.1804,128.7805,129.5758,182.1550,129.6746,128.7625,126.4675,187.0111,180.8238,181.7604,129.7357
645,185.4870,185.6756,129.5110,130.2708,182.4218,129.3221,129.0981,126.7520,186.9613,181.0986,182.2948,129.7043
646,185.3087,185.8821,129.1249,130.0879,182.7620,129.1505,129.1529,127.4867,186.5199,180.9717,181.3940,130.2625
647,185.9184,186.5110,128.9885,130.4817,183.1744,129.7280,129.2630,127.2535,186.8801,180.8841,181.8797,129.7530
648,186.2698,186.2552,128.7610,130.0389,183.7870,128.6037,129.4220,127.5604,186.5844,181.4583,181.7997,130.2963
649,186.0755,186.1967,128.5275,129.9963,183.2811,129.5060,128.6532,127.5415,186.4257,181.2097,181.5083,130.0267
650,185.0175,186.4831,128.3857,130.2856,183.1629,129.5538,128.7264,127.6365,186.5783,181.1124,182.0983,129.6548
651,184.1269,185.7623,129.0713,130.3866,183.1011,130.1396,129.2464,127.0556,186.6338,180.9459,182.3318,129.8313
652,183.7537,186.3692,129.3477,129.9250,183.3450,129.9977,129.7307,127.6527,186.4763,180.1593,182.1909,129.9794
653,184.0860,185.6727,128.6652,129.6743,183.1574,129.8785,129.3565,127.1923,186.6437,179.9740,181.7273,130.7933
654,182.9752,186.0635,129.5506,130.1106,183.0530,130.2287,130.0705,127.3791,186.9140,180.3333,181.5274,130.8497
655,182.2035,186.5608,129.1020,129.2250,183.6005,130.4352,130.1561,127.6261,185.6663,180.7563,181.5917,131.1827
656,182.6475,186.6040,128.9544,129.3519,182.0909,130.2870,130.4337,127.9708,186.4648,181.9826,181.5824,130.6746
657,183.0862,186.6964,128.9103,129.0893,182.1393,129.9205,130.4207,127.8231,186.1167,181.9576,181.5716,130.9193
658,182.3071,186.8161,128.4714,129.4008,182.5074,129.4810,130.6854,127.5708,185.7454,180.7423,180.9574,130.3060
659,182.4585,186.1835,128.3925,128.6743,183.1398,129.4203,130.0462,127.9074,186.2795,180.9893,180.9278,130.6540
660,182.7827,187.3103,128.8666,129.2162,182.8502,129.4261,130.4761,127.9779,186.4833,181.2384,181.0543,130.3273
661,183.4690,186.4870,128.5585,129.2537,183.1136,129.4020,130.3170,127.3876,186.5219,181.3305,181.3281,130.3810
662,183.6885,187.3783,128.5406,128.6992,183.4446,129.2239,129.8344,127.5679,185.9981,181.1252,181.3497,131.1202
663,182.5977,187.0210,128.6902,129.1554,183.8853,128.8545,129.7009,127.5279,185.0307,181.2231,181.6304,130.9650
664,183.4021,187.4720,129.2135,128.8963,183.2142,128.8063,129.5051,127.8998,185.5179,181.8823,181.8631,130.5140
665,182.7823,187.5548,129.1047,128.9738,182.2596,129.3000,128.6920,127.6968,185.7085,180.8655,181.6575,130.6684
666,183.1568,187.9912,129.1484,129.3339,182.4142,128.9351,129.2549,128.0418,185.5576,180.2314,181.3558,130.1716
667,183.0787,187.9892,129.4880,129.5669,182.6277,129.1334,128.5307,128.0631,186.2793,180.2823,181.4308,130.0530
668,182.3672,187.9882,128.5248,129.6639,183.5826,129.0297,128.6667,128.1127,185.7600,180.3979,180.3808,129.9711
669,183.8626,187.6432,128.9582,129.3472,183.0511,128.7032,128.3992,128.2499,185.6642,180.4505,180.3090,130.7059
670,183.3850,187.3492,128.3012,128.7810,183.5440,128.6221,128.5154,127.9409,185.9563,180.1652,180.7824,130.4130
671,184.0295,187.1031,128.4928,129.6283,182.8480,128.5556,128.1932,127.4217,186.2694,180.3235,180.6029,130.3698
672,183.6927,186.6483,128.0522,129.8389,183.2825,128.7149,128.2145,128.0505,186.1903,181.6134,180.9287,130.4488
673,184.7583,186.1616,128.6389,130.0017,183.4108,128.0257,127.8020,127.5802,186.1424,180.9174,180.7400,130.1953
674,183.7626,186.8244,128.4064,129.5482,183.4103,127.9514,127.3916,128.0137,185.7224,181.1523,180.8242,130.3064
675,183.7127,186.7269,128.6300,129.5970,183.9891,128.7368,127.4852,127.8206,185.5910,181.4706,180.8529,130.2027
676,183.6230,187.0737,128.3358,130.0456,184.4550,128.5880,127.7630,127.3693,186.8930,181.2236,180.9283,130.7241
677,183.6731,187.5239,128.2761,130.2149,184.2297,128.1974,128.2429,127.1502,186.5932,180.2332,181.2212,130.7753
678,183.0258,186.8917,128.2318,129.2690,184.6560,128.4450,127.9016,126.9386,185.3778,180.6064,181.5356,130.7502
679,182.5626,187.8849,128.3700,129.2992,184.3471,127.6030,127.6710,127.2554,185.2793,180.4197,181.3303,131.0239
680,182.9096,187.2194,127.7937,129.2843,184.4672,127.0671,127.6841,126.9320,185.9311,180.6179,182.2264,130.9668
681,182.9373,187.0195,127.9129,129.9077,183.8688,127.1121,127.9207,127.6829,184.9827,179.8332,181.4487,130.6071
682,182.4463,186.7923,127.8218,129.8812,184.6924,127.2384,127.0769,128.5372,185.1007,180.1247,180.8623,130.7129
683,182.6071,186.2381,127.4032,129.8764,184.3248,126.6296,127.7612,128.1552,185.8705,180.1223,181.3164,130.6964
684,182.3104,186.4688,127.2409,129.8563,184.5308,127.2395,128.1501,128.5696,131.4985,180.5663,181.4110,130.8127
685,182.3070,185.9852,128.0694,130.2271,185.9434,126.6044,128.8135,128.9936,131.1277,180.9441,181.5305,130.1088
686,182.5490,185.7701,127.9194,130.8169,184.8712,127.0829,128.8933,128.5476,129.9881,180.7893,181.7524,129.7943
687,182.9925,186.9060,127.2093,130.4076,184.8612,127.5274,128.7693,128.1716,130.8163,180.4773,181.4028,130.1176
688,182.8862,187.0091,127.7669,130.9337,184.0382,127.5241,128.8246,128.0543,130.6539,180.8983,181.7592,129.4797
689,183.0019,187.3533,127.7378,130.1300,184.0841,127.5538,129.1097,128.1956,131.3763,180.0787,181.0801,128.4533
690,182.9483,186.7170,127.8179,129.8956,184.5954,127.9879,128.9353,128.0453,131.3346,180.8460,181.0906,128.8128
691,182.7798,187.2100,127.8914,129.2254,183.8254,127.4701,128.6625,128.2100,131.5343,180.0962,181.2045,128.5707
692,182.4690,186.7004,128.5884,129.5905,184.4875,127.7187,128.2803,128.5796,131.2266,180.4519,181.5605,128.4016
693,181.4530,187.0346,128.5850,129.2809,185.1504,127.3678,128.4075,128.4175,130.8250,180.6328,181.0217,127.4579
694,181.3984,187.2838,128.8438,128.7379,185.1291,127.9075,128.9356,127.8414,130.8412,180.4544,180.5794,128.0952
695,180.3944,187.0167,128.7926,129.5307,185.4122,128.6752,128.9455,128.2434,130.7293,180.4384,180.8229,128.4928
696,182.7471,187.2940,128.8350,128.8707,184.9453,128.5423,129.3778,128.3511,131.1777,180.1136,181.1060,128.7511
697,184.3150,187.0261,128.9709,129.5736,184.3755,127.7303,129.4677,128.5388,131.8810,180.7712,181.7255,128.2823
698,183.7901,186.9942,128.5504,129.6874,184.7774,128.4461,129.9750,128.2718,132.4892,180.0684,181.4725,127.9546
699,183.4091,187.3572,128.7846,129.3342,184.4964,128.5101,128.9974,128.3857,132.2084,179.7803,181.5889,128.2057
700,183.7119,186.9290,128.4654,129.6397,184.1161,129.4795,129.1771,128.2825,132.0821,179.4532,181.5805,127.3615
701,184.0743,187.5736,129.2334,129.6077,183.9830,128.8497,182.8643,127.5460,132.6865,179.3781,181.0251,127.9803
702,183.0555,187.4848,129.0366,129.8004,184.4631,128.7791,182.7209,127.9484,132.0715,179.9728,181.5196,128.8364
703,182.6939,186.4910,128.9069,129.7235,184.7200,128.8725,183.5300,128.0767,131.8880,181.6874,181.4651,129.0423
704,182.2148,186.8298,128.7047,129.2928,184.3906,129.1631,129.5201,128.4176,131.7123,181.0722,181.2012,128.6228
705,182.7521,187.3065,128.3426,130.0534,184.4923,129.0382,183.6213,128.3092,131.8987,180.6835,181.4157,129.1419
706,183.0914,186.4352,128.6588,129.7375,184.5065,128.8715,184.1369,128.2342,131.1947,181.0751,181.9713,127.8499
707,182.4507,187.1601,128.9855,129.9661,184.3185,129.6689,129.3580,128.8738,131.4318,181.1757,181.8195,128.4620
708,181.3434,186.9508,129.3707,129.3986,185.0267,128.6434,129.3310,128.5838,131.9021,181.2486,181.8847,129.1222
709,180.9810,186.3196,129.0477,129.1043,185.8595,128.1021,129.1224,129.1101,132.1752,181.5355,181.5095,129.1131
710,180.4627,186.5597,129.0418,129.7733,185.3337,127.8524,129.3319,128.7638,131.7848,182.4064,181.7752,128.5426
711,180.9843,186.2778,128.9150,130.0106,184.7006,127.7695,129.3289,128.8707,131.5825,181.7910,181.4407,129.0223
712,180.6917,186.9174,128.6296,129.8281,184.4315,127.7145,129.4683,128.9218,131.4970,181.3068,181.4695,129.1101
713,180.4806,187.3909,128.9124,130.4560,184.1213,127.4755,129.4114,129.6107,132.0337,182.1525,181.5781,129.1653
714,180.0741,187.6930,129.1060,129.8019,184.5108,127.1187,129.5998,128.7962,131.8766,182.5246,181.8105,129.4711
715,179.6633,188.4503,129.1652,129.9120,183.8703,126.8500,129.7197,129.6060,131.7445,181.3533,181.4296,129.3648
716,179.4227,187.8203,128.0129,130.4348,184.0324,127.2557,129.3095,129.5274,131.5765,182.0467,182.1890,129.4399
717,179.8306,187.1532,127.9851,130.2484,184.4024,128.0617,128.9181,129.5982,132.0560,182.3541,181.5360,128.9249
718,178.4001,187.2800,128.2450,130.5909,184.6091,127.7893,129.2754,129.8624,132.3056,181.7069,181.3325,128.3809
719,179.7164,186.6418,127.7020,130.0994,184.3421,127.9308,128.6768,129.5433,131.8702,181.8600,180.5831,128.4704
720,180.0951,186.9665,128.2765,130.1194,184.1118,127.8118,128.9476,129.5593,132.5658,182.3728,181.4788,128.6828
721,180.4343,187.1354,128.7145,130.6739,183.7906,128.1249,128.9098,129.2988,132.0169,182.4031,180.6168,128.0029
722,180.4628,187.1100,128.8855,131.2488,183.8707,128.2791,129.3403,129.4199,131.1832,182.6193,181.0652,128.7965
723,180.4177,187.3053,129.2866,130.5186,183.4313,128.4512,129.2736,129.4067,132.1883,182.9391,180.5920,128.7300
724,180.2772,186.2820,129.5703,130.3453,183.4947,128.1354,129.3199,129.2356,131.9390,182.7771,179.8632,129.1319
725,180.6713,186.9090,129.4104,130.7477,183.5439,127.9526,128.8653,129.2550,131.2768,182.3830,180.3978,129.3886
726,181.2995,187.1987,129.0806,129.9255,182.8541,127.8563,129.7136,129.5263,131.2888,183.7224,180.6438,129.6394
727,181.3543,186.7303,129.1253,130.1619,182.0448,127.7549,129.0066,129.0794,131.2895,183.8557,180.7140,129.4715
728,180.8496,186.2293,128.7064,130.0448,182.4364,127.7571,129.1292,129.4115,131.9662,182.9335,180.6036,129.2277
729,181.8756,185.8628,128.7221,130.1207,180.8121,127.6638,129.2187,129.0667,131.9073,182.3562,180.7642,129.5665
730,182.4796,184.3320,129.0423,129.7697,181.5799,128.2956,129.9921,128.1975,132.3033,182.0631,181.6072,129.4953
731,182.3700,184.8595,129.6353,129.2741,181.8252,127.7049,129.9927,128.5439,132.3550,181.9418,181.3980,129.1036
732,182.0982,184.9049,129.3177,130.1706,182.0384,128.3468,128.8931,128.4986,131.4288,182.0979,181.3014,129.6694
733,181.4238,185.7819,129.1179,129.7228,182.0973,127.6754,129.3621,128.2647,131.3218,182.2609,180.9999,129.1524
734,180.6462,185.5214,128.9733,129.6671,181.8957,128.5343,129.0676,128.1656,131.0428,181.7434,181.2727,128.6311
735,180.9557,185.2645,129.0367,129.6222,182.1383,128.1148,129.1157,127.9090,131.3685,181.6890,180.3828,128.3761
736,179.6665,185.6810,128.8813,129.8586,181.4030,128.7738,129.5285,128.2165,187.6853,182.0338,180.6573,128.6989
737,180.0818,185.5901,129.6213,129.2443,181.7600,128.6498,129.6451,127.1635,187.5225,181.7139,180.5989,128.1570
738,180.2086,185.3133,129.1977,129.7951,181.9489,128.7901,129.2273,127.5533,187.5652,182.1433,179.9139,128.3983
